Id,SalePrice
1461,123321.51106428097
1462,157385.14711630487
1463,175661.74831122995
1464,186566.05769593507
1465,188821.82097218218
1466,173566.55545432612
1467,180556.66696425554
1468,167560.95495381227
1469,194476.6062627559
1470,115876.04600776087
1471,198182.45037884667
1472,95665.15093285753
1473,99390.04166711413
1474,158417.7498745396
1475,128311.58420357054
1476,393817.5587330536
1477,246781.55665675254
1478,292813.558785247
1479,278929.088558771
1480,457994.92596863536
1481,358918.72947643464
1482,205099.4967090319
1483,171965.42787915803
1484,161948.05740738573
1485,182849.76733177374
1486,188727.22243700048
1487,353975.8822499502
1488,241488.18506422723
1489,191585.42022180598
1490,208128.7797365264
1491,184286.74485545218
1492,95719.69973416072
1493,186287.658176481
1494,304935.58933272114
1495,306687.4057492884
1496,227245.48643724906
1497,178831.58165555348
1498,160980.09894974894
1499,163745.6796013865
1500,147039.0691971301
1501,168864.8897757419
1502,153624.5640518301
1503,291736.14795099414
1504,246902.87049916296
1505,220967.89920662486
1506,179094.13946568168
1507,224484.50171965492
1508,206045.318207745
1509,155774.03194419184
1510,147026.40900557366
1511,143870.1733436416
1512,171695.59106805455
1513,145920.5579290142
1514,174566.36258998082
1515,170864.27234511237
1516,156571.1323930051
1517,160472.95862299268
1518,138216.22511574815
1519,219236.59674784425
1520,132062.67340528258
1521,129932.02961250303
1522,170513.57009504587
1523,118313.03182089416
1524,125589.23605248585
1525,125259.93043157652
1526,123777.13589409925
1527,109767.04118561013
1528,127430.92873104366
1529,150124.57252663976
1530,185773.60486955827
1531,95473.66743427954
1532,102421.21952371359
1533,151976.20674624754
1534,119572.97231984859
1535,147113.31295360485
1536,110593.123973882
1537,64491.354433743414
1538,141461.78962336178
1539,190498.84368620874
1540,99103.22853213592
1541,145901.1346828489
1542,139533.64591459805
1543,223106.6750308221
1544,79730.68282348532
1545,103389.18817647915
1546,127596.62715195763
1547,126967.03609124308
1548,130826.35487537226
1549,105758.14670388727
1550,134802.9075571789
1551,119915.56927812444
1552,137773.42404853491
1553,146292.7298854634
1554,109831.25739602449
1555,157347.33201901612
1556,71491.88298250338
1557,113790.17111732566
1558,93399.55180140234
1559,83435.54803460024
1560,132157.03038100043
1561,151262.22711887248
1562,130627.77247179461
1563,125415.21471035316
1564,156747.2279215675
1565,145708.95545295937
1566,239729.16086761584
1567,70996.4651910366
1568,224196.82177469574
1569,140819.59158066905
1570,133530.25975712767
1571,115259.88027056288
1572,145980.9368376222
1573,237658.8390359156
1574,123019.01783650702
1575,215561.75182829492
1576,219462.9043842438
1577,183093.72173278342
1578,149123.75442565218
1579,135502.09068260496
1580,190727.50958965515
1581,145477.404077362
1582,130277.5637412237
1583,339680.4426842541
1584,231782.12244501672
1585,137287.12241691613
1586,62737.94619293286
1587,98616.47637199696
1588,142137.08743096184
1589,92457.87084328206
1590,140428.07797937284
1591,97591.23054713565
1592,124670.17514916271
1593,131695.03046740056
1594,125956.00623403586
1595,108367.92719101624
1596,285590.9832826192
1597,190025.3179604394
1598,214873.198915583
1599,167278.2660620015
1600,168459.49284468585
1601,57681.907548547424
1602,113562.9295473376
1603,82612.67892815886
1604,265483.2559943431
1605,255475.2169702986
1606,170848.45927591473
1607,176225.2024893801
1608,209467.0560925831
1609,186003.09397250102
1610,145637.1176491375
1611,147045.0327950156
1612,161043.44880969654
1613,159883.7040760157
1614,128916.16369147872
1615,88630.45391434876
1616,73427.66153673684
1617,97389.04900627508
1618,127262.971922274
1619,132138.7995203021
1620,166132.30467129275
1621,135421.18423569528
1622,135310.7767502589
1623,288503.0399208884
1624,212704.49974477422
1625,126880.79734162819
1626,166115.26494159625
1627,182862.11759020804
1628,274299.1489623511
1629,176863.98029756034
1630,341370.5125653213
1631,220467.04664602198
1632,250840.0171488005
1633,173131.44401998358
1634,192524.8516574342
1635,179523.23256995907
1636,159122.39664016807
1637,187605.57745575605
1638,199591.9128412992
1639,181415.56348364943
1640,269551.83332374285
1641,178772.4568830273
1642,224033.37688727322
1643,236943.5668230035
1644,228921.9388500669
1645,177869.04324142713
1646,157249.79561041066
1647,160697.02606467222
1648,138657.65026367136
1649,137981.3684283779
1650,121014.36994902689
1651,125422.05060085913
1652,104635.19353233298
1653,101830.56920951215
1654,154256.71095356377
1655,153702.7603732192
1656,154062.66678452925
1657,153290.4161809826
1658,153289.2279282946
1659,138246.95935421807
1660,144154.13903894345
1661,441593.19479797926
1662,405598.4335001193
1663,397532.7155889837
1664,355545.97649104754
1665,306064.48790052487
1666,325374.0587137836
1667,324845.13186003244
1668,344577.96177344135
1669,277627.26065344666
1670,350348.6023764044
1671,255922.5717612639
1672,431022.28482597176
1673,292193.39534992777
1674,245415.3664846038
1675,183270.3936984456
1676,194590.91260872988
1677,214704.6082699912
1678,419470.61592964805
1679,397431.69828905276
1680,355250.5826844172
1681,234508.30305882363
1682,313820.1736232184
1683,180314.44639231803
1684,174751.72378894305
1685,172657.925759332
1686,171022.72462963185
1687,174225.39209364905
1688,182375.02061537286
1689,183421.6665656248
1690,185659.73072263796
1691,181431.7564829344
1692,250613.24411780637
1693,172711.17314042055
1694,185081.27666446433
1695,172519.44246647594
1696,284747.5910842485
1697,178723.93391319987
1698,375135.57771189505
1699,327277.8375202636
1700,251448.54708875762
1701,279449.38393860543
1702,259912.3119797393
1703,270442.1053639059
1704,294353.0193704653
1705,223568.6419594202
1706,410039.75911967206
1707,213250.71492170464
1708,207119.5128743549
1709,268239.94694462407
1710,223167.231657501
1711,242661.1520069994
1712,276008.8230317723
1713,257722.21134403476
1714,228268.32130637008
1715,196792.70954875275
1716,173299.56523582095
1717,171160.45977284247
1718,140736.09046816605
1719,196865.27092943332
1720,236677.72405554855
1721,160132.58040514123
1722,126390.37485398565
1723,161266.74647910864
1724,212860.66605408178
1725,246421.3445054847
1726,186067.0241572371
1727,167459.96973690804
1728,180824.13215151487
1729,167707.08037335216
1730,142809.657759145
1731,123348.58690060387
1732,132118.4170963801
1733,120516.65066797285
1734,121959.81460039302
1735,130244.73686247745
1736,121269.66555926487
1737,326615.3193039962
1738,216558.25242186978
1739,251649.04096903783
1740,213296.61037612034
1741,193307.80653773772
1742,172573.42946186897
1743,175507.04499517358
1744,290462.15307438414
1745,223747.2823262566
1746,203030.53534323387
1747,216912.2977380209
1748,220970.11144336846
1749,151561.75176807833
1750,133931.4350965713
1751,255756.40545232274
1752,126345.91174299174
1753,143658.94594093403
1754,201431.19774558872
1755,174873.79130094973
1756,129726.08350471489
1757,122979.42155727308
1758,137681.847345828
1759,170011.4371355862
1760,177213.69316624643
1761,145072.4938709971
1762,166411.24356984434
1763,170158.68957521542
1764,120223.2326322097
1765,156925.8562435606
1766,175159.3316286296
1767,222276.6244445554
1768,138655.1667673236
1769,184846.5193585102
1770,140435.09539347456
1771,129031.2060168136
1772,136606.72939494895
1773,125372.88028718135
1774,135223.2066786564
1775,138260.6271825938
1776,124493.04033538999
1777,110226.44877088745
1778,138818.98762398283
1779,114797.82867546505
1780,171001.34435528467
1781,128234.00569729094
1782,89474.88123994236
1783,133754.16145508067
1784,102588.63588995895
1785,120804.30628430417
1786,131957.5392477654
1787,158996.183278897
1788,50839.38956451353
1789,94668.55075206692
1790,76284.51750594015
1791,174244.13862535957
1792,158768.3240508311
1793,142340.79179841018
1794,140308.93860450617
1795,133543.36703937015
1796,114985.01974084284
1797,110966.1479300984
1798,127266.30280210525
1799,112159.90461379125
1800,132006.3534468121
1801,126588.03313657614
1802,137679.42833774857
1803,152000.3420815228
1804,136747.7506669521
1805,141494.67681965727
1806,108650.9841245507
1807,132430.16238993354
1808,118808.9628357715
1809,119330.79482723874
1810,139584.57183570304
1811,101406.49507884559
1812,100266.86678253773
1813,125561.01693280066
1814,103484.14114348333
1815,54647.55649812003
1816,99842.70778925937
1817,112404.6327019699
1818,135482.1663141324
1819,127312.18153371847
1820,62922.517730479165
1821,112630.18568528657
1822,139222.05313529164
1823,42132.57243716632
1824,129760.49518350675
1825,127862.92640822088
1826,105081.49376248365
1827,104858.98254592728
1828,129028.91770510025
1829,118238.33511865209
1830,139749.777723494
1831,159179.3456236736
1832,84453.10854413571
1833,139884.37344938624
1834,118779.61888346534
1835,146737.9128449604
1836,130287.5568395715
1837,88701.0383133248
1838,126015.25654721822
1839,94646.46026131387
