Id,SalePrice
1461,117267.84313889811
1462,152866.27740048384
1463,182802.59846747475
1464,195865.23303834695
1465,192390.51481889884
1466,168779.99701247615
1467,173724.62107094188
1468,160938.82504965784
1469,187218.85915071244
1470,120363.0973598804
1471,183903.7155886034
1472,93589.76086907634
1473,96729.80792406978
1474,143696.0317442792
1475,106874.0066804462
1476,355300.4629757824
1477,251878.53823239598
1478,306344.3250414255
1479,290829.44575356436
1480,450770.0591692029
1481,343008.2523793403
1482,214172.26439997792
1483,175202.4038197533
1484,158121.65141942975
1485,195358.99235918996
1486,191350.4406907863
1487,336837.82403759786
1488,238991.6467606689
1489,189364.38084931788
1490,245933.7434048909
1491,192323.1883634159
1492,88273.71946548192
1493,183924.80411946122
1494,305444.39915226545
1495,285024.575500248
1496,235251.44075960742
1497,174651.72711080415
1498,172206.7615790882
1499,164053.26226760464
1500,157626.55364608482
1501,172488.7556018392
1502,143964.8580780216
1503,289509.5271119518
1504,241349.0282728694
1505,219631.74463085335
1506,192877.83236653722
1507,248150.28274654326
1508,199663.9903518597
1509,161703.12161050143
1510,140509.3611874555
1511,154909.08663460193
1512,181527.4610760135
1513,148870.4439171558
1514,152417.84125297717
1515,199877.21639791812
1516,153061.99053738572
1517,166837.4007613096
1518,132362.87713982773
1519,207182.61447051744
1520,128928.82631271012
1521,131475.62221510432
1522,179587.8740926078
1523,112775.2206334425
1524,126663.04488777768
1525,120547.8339741221
1526,113620.13739730882
1527,110882.59334411017
1528,142299.5180733067
1529,152014.01644309936
1530,192436.4112526757
1531,96946.32186844175
1532,100977.1265542475
1533,149484.52333570574
1534,123981.80427448396
1535,146854.18763729732
1536,106930.68648707929
1537,60473.39607369014
1538,147213.40478001605
1539,198855.61764715455
1540,91737.22657303755
1541,144949.07057204156
1542,141755.56526450446
1543,181399.4117023982
1544,86946.05934439409
1545,116984.56092371729
1546,132737.50306722365
1547,134530.88431702234
1548,140128.10098997748
1549,125416.99802480832
1550,139848.5265345654
1551,110017.58482148059
1552,140879.76359345825
1553,147670.5409094429
1554,114777.84448928297
1555,154010.03320983442
1556,80010.85422026845
1557,105673.34471316558
1558,104330.03690735911
1559,71615.43852377497
1560,124770.5689724732
1561,125961.62884911933
1562,126856.50284295928
1563,121433.78542516283
1564,153710.12850535012
1565,146936.34445804535
1566,241259.01207148525
1567,77506.67366985603
1568,239068.2805558291
1569,130397.24867353939
1570,139180.12111634057
1571,110587.54053449891
1572,143068.61295814873
1573,235987.50792255733
1574,117409.52972338512
1575,237653.20057352274
1576,240359.64298338458
1577,177841.18179940715
1578,147418.16413738093
1579,147755.09673252676
1580,193175.665945554
1581,157248.700748798
1582,127931.06276749012
1583,287914.53414295276
1584,223352.65952989165
1585,136421.07353560807
1586,66225.05051347983
1587,104864.85773894533
1588,157776.91881879672
1589,94693.10428662732
1590,134196.61133476224
1591,95671.07064874262
1592,116578.38544719393
1593,130287.57880203881
1594,144174.13912770385
1595,111218.08255527893
1596,221633.398668681
1597,201781.3043707329
1598,223148.84463026325
1599,172231.58360414693
1600,163037.960429771
1601,62054.49315734082
1602,117403.07174142965
1603,76059.15663627836
1604,265492.1612838621
1605,236091.15933330014
1606,164248.0336910236
1607,171627.34688661376
1608,217261.4726118112
1609,178001.05801095525
1610,147924.7061933727
1611,137588.6128680316
1612,166204.86998591272
1613,163866.6441575281
1614,131500.8700215351
1615,92184.11785103667
1616,78913.28063259705
1617,93977.79085507747
1618,124008.00723947186
1619,141267.5509245867
1620,151517.3942616701
1621,131963.72632976723
1622,146456.35709773304
1623,259401.92768002275
1624,205885.7883412172
1625,115890.60743974862
1626,167585.9526627509
1627,192161.66621806464
1628,289845.5718591744
1629,183851.71489342148
1630,332869.7916751075
1631,222645.7860752966
1632,243697.97643242197
1633,173624.10469346627
1634,184835.37999369632
1635,177139.85779522787
1636,150487.9483997511
1637,197229.3326095621
1638,178448.04091741118
1639,189226.03433707854
1640,259886.8071641966
1641,186605.80933208836
1642,245700.5712124507
1643,216172.46489006595
1644,241020.72214051275
1645,203077.84075849454
1646,159841.55760206594
1647,159034.87451914515
1648,128459.88600569854
1649,139539.52536730075
1650,117687.12049761321
1651,117583.1815164606
1652,98695.71086582191
1653,98748.15755158968
1654,142935.6979112635
1655,134033.57357104382
1656,139807.68322607188
1657,148047.66636093217
1658,143200.22436739597
1659,115385.15304616376
1660,147267.20000354204
1661,442818.8263984993
1662,398603.4578485558
1663,361552.34010289086
1664,468118.68800944876
1665,306719.14328244224
1666,325574.7194043507
1667,402021.02314095444
1668,340777.15377732995
1669,315797.9863285093
1670,347347.8575240745
1671,270619.59962972265
1672,420403.4581187496
1673,297762.869074967
1674,245178.12643673553
1675,193735.19895842427
1676,194504.546537159
1677,222086.26857862476
1678,447453.43891743483
1679,387328.9230835989
1680,326061.43675805145
1681,244821.84853707487
1682,319635.1209299553
1683,178558.0464432053
1684,179194.86524732565
1685,176513.9978389238
1686,169836.40305448265
1687,174911.74578059182
1688,183417.6749912185
1689,196406.89858510092
1690,200929.8168715266
1691,190622.93357442002
1692,273483.78846269724
1693,170837.57856590246
1694,186553.20240716098
1695,163629.32368022826
1696,274374.0713952648
1697,174581.0388374913
1698,338529.4117224897
1699,320208.4225016663
1700,254916.75883260585
1701,268849.75312988926
1702,233203.59287603563
1703,243992.8762066437
1704,279875.83780499734
1705,235814.60440087525
1706,364528.8245061037
1707,203971.20407268597
1708,200956.21489168258
1709,265401.0100597838
1710,219445.47106378851
1711,277089.51846713014
1712,256864.30820424258
1713,285531.53436716576
1714,234916.9667057047
1715,210331.61433272483
1716,181147.35976901988
1717,179513.50969719482
1718,137136.19526459582
1719,200658.59758289024
1720,234463.94423690435
1721,160614.0902655796
1722,125066.82197930894
1723,156712.06227980927
1724,194518.67864025585
1725,249075.9010511194
1726,183732.2627930407
1727,152567.7059634033
1728,169624.61669958083
1729,173310.83807275636
1730,157025.99900281712
1731,119159.5304846469
1732,126312.92036118037
1733,110943.85202448859
1734,121859.53505009032
1735,121219.4203674629
1736,103837.10898004644
1737,298415.91333895177
1738,250812.48669395733
1739,237969.3484823674
1740,210492.09038579013
1741,191138.9258233098
1742,178011.9762270415
1743,176283.83892998507
1744,345248.4314155984
1745,221223.49654088702
1746,189604.68975513877
1747,211160.94303592603
1748,225286.5622890917
1749,135450.30369756868
1750,124363.79600447165
1751,245403.48899705603
1752,119461.33546184764
1753,152072.02082953308
1754,195978.35426842567
1755,174414.47129635533
1756,134963.2578785078
1757,122410.22980997502
1758,152438.69529578654
1759,168359.74580950296
1760,160204.59986035322
1761,145458.02668388718
1762,195906.67962558294
1763,191490.57192574008
1764,114571.06781925347
1765,167863.35578637238
1766,193412.04122583845
1767,225094.64359575225
1768,144420.42143668764
1769,169589.82084163552
1770,158053.11838865507
1771,115560.39224837034
1772,128796.55179193635
1773,122990.69648835881
1774,144774.25583746546
1775,143543.94741535428
1776,128779.94699726134
1777,111194.95305153535
1778,142871.5614592386
1779,120663.55649325791
1780,181718.04275982827
1781,125995.15926517376
1782,86778.16796128948
1783,140761.5296848832
1784,105307.00720438891
1785,127225.85550820926
1786,135132.51959480546
1787,166494.83164603746
1788,60336.89350419727
1789,100739.8704069139
1790,81350.85700485737
1791,187318.66348041897
1792,157659.8124304073
1793,133636.09878729781
1794,158874.0207132506
1795,133213.74901328568
1796,128627.21027537655
1797,106259.29682463942
1798,120588.6689868555
1799,110604.7133984016
1800,126254.66509684017
1801,135713.95436178442
1802,129691.50402437215
1803,145592.6260926804
1804,130372.19489658836
1805,138787.75026699543
1806,124999.10615910032
1807,135332.0105542081
1808,123164.75251199356
1809,119602.44120044942
1810,138212.58160727305
1811,91108.80914677882
1812,98564.36905058085
1813,131287.57335090725
1814,97954.94169786156
1815,51902.6053723516
1816,100126.77972395848
1817,103258.48130718902
1818,140739.79911707135
1819,119690.07347747985
1820,56525.01628961382
1821,108213.71452313161
1822,152644.20118639467
1823,49489.4865988073
1824,127775.27009585939
1825,133194.66958055244
1826,104672.01080140776
1827,107195.20337051568
1828,132595.34790231677
1829,123534.35179727447
1830,144507.3255954842
1831,142811.04529132956
1832,72970.13829901988
